task_index,slug,prompt,rank,chunk,reason,is_prominent,robust_z,gripper_mean,l17_mean,l17_p99,l17_top,prev_p99_delta,next_p99_delta,top_neuron,top_value,top_token_index,is_static_candidate,quality_score,groups,top_tokens
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,10,162,gripper_window,True,3.3687589066351835,0.9269077429389954,311.7847727495391,4082.720000000001,235520.0,3049.3600000000006,-2016.0,9926,235520.0,818,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,11,156,gripper_window,True,3.322572772287732,0.8790931354445815,303.8797051110305,4050.720000000001,270336.0,1010.7200000000012,-722.7200000000012,9926,270336.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,12,82,gripper_window,True,3.0685490333767484,0.6751493406220793,257.1689215049264,3874.720000000001,160768.0,1634.7200000000012,-1490.7200000000012,9926,160768.0,818,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,13,117,gripper_window,False,2.879878674567407,0.895696797312677,272.1315492684953,3744.0,167936.0,2224.0,-944.0,9926,167936.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,14,68,gripper_window,False,2.6258549356564234,0.7810009467428685,251.91220478916875,3568.0,220160.0,1752.0,-855.8399999999965,9926,220160.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,15,96,gripper_window,False,2.3487381295717142,0.8461105082848192,252.1928942818122,3376.0,200704.0,1950.6399999999994,-1632.0,9926,200704.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,16,53,gripper_window,False,2.256365860876811,0.9891509392711757,204.37011502380483,3312.0,114688.0,1168.0,-2056.0,9926,114688.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,17,33,gripper_window,False,2.2332727937030854,0.8232133717420221,233.26442157039855,3296.0,210944.0,96.0,-1984.0,9926,210944.0,816,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,18,142,gripper_window,False,2.140900525008182,0.6740956845907332,224.09077469789918,3232.0,201728.0,1432.0,-1640.0,9926,201728.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,19,170,gripper_window,False,1.6136858014320243,0.9522291417225481,187.67177146259928,2866.720000000001,192512.0,1658.7200000000012,-752.0,9926,192512.0,818,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,20,110,gripper_window,False,1.0825452564363314,0.8765625954338193,193.56684375030454,2498.720000000001,169984.0,666.7200000000012,-1289.3600000000006,9926,169984.0,818,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
13,task_13_put_the_non_hammer_tools_in_the_right_bin,Put the non-hammer tools in the right bin,21,130,gripper_window,False,0.9631540991481675,0.9222567288061024,171.58300733522628,2416.0,136192.0,496.0,-464.0,9926,136192.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,1,49,gripper_window,True,12.289111022232502,0.9667650174347878,517.2133731907234,7232.0,335872.0,5776.0,-5782.639999999999,9926,335872.0,820,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,2,125,l17_peak,True,9.198902154137205,0.02768131670958996,429.71992962158765,5824.0,333824.0,4568.0,-4670.639999999999,9926,333824.0,816,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,3,116,gripper_window,True,7.583565700360117,0.9726289592449309,346.95668039057637,5088.0,208896.0,3496.0,-2272.0,9926,208896.0,818,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,4,134,l17_peak,True,7.38480908452581,0.09079726723324658,371.6177287535684,4997.440000000002,259072.0,3637.4400000000023,-2832.0,9926,259072.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,5,8,gripper_window,True,6.963416966149179,0.9575644200592877,355.33492869672773,4805.440000000002,258048.0,3172.0800000000017,-3100.0800000000017,9926,258048.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,6,63,gripper_window,True,6.600317424147976,0.980722565047896,303.3253899187548,4640.0,171008.0,2776.0,-2288.0,9926,171008.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,7,13,l17_peak,True,3.8321223665121567,0.9800732460522652,216.27389600186143,3378.720000000001,156672.0,752.0,-2042.7200000000012,9926,156672.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
14,task_14_put_two_2_mugs_on_the_wire_shelf,Put two (2) mugs on the wire shelf,8,54,l17_peak,True,3.410730248135525,0.004478095739579201,195.26925578937517,3186.720000000001,169984.0,1625.3600000000006,-1010.7200000000012,9926,169984.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
15,task_15_put_the_two_measuring_cups_outside_of_the_plate,Put the two measuring cups outside of the plate,1,22,l17_peak,True,14.648769430933095,0.0044008019130170346,397.94758057581566,5413.440000000002,276480.0,1906.7200000000012,-2085.4400000000023,9926,276480.0,815,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
15,task_15_put_the_two_measuring_cups_outside_of_the_plate,Put the two measuring cups outside of the plate,2,14,gripper_window,True,11.618031351954924,0.9773830927303078,292.0913999073091,4613.440000000002,192512.0,3020.0800000000017,-1458.7200000000012,9926,192512.0,816,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
15,task_15_put_the_two_measuring_cups_outside_of_the_plate,Put the two measuring cups outside of the plate,3,73,gripper_window,True,9.132826127192825,0.8832645826119305,247.76725859646103,3957.4400000000023,162816.0,994.7200000000012,-1557.4400000000023,9926,162816.0,815,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
15,task_15_put_the_two_measuring_cups_outside_of_the_plate,Put the two measuring cups outside of the plate,4,7,gripper_window,True,8.142380922982749,0.9468290264374138,261.6355858150637,3696.0,166912.0,2731.3199999999997,-1629.2799999999988,9926,166912.0,816,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
15,task_15_put_the_two_measuring_cups_outside_of_the_plate,Put the two measuring cups outside of the plate,5,21,top_p99,True,7.425308293496519,0.009412020652627945,240.02114662131498,3506.720000000001,180224.0,2025.3600000000006,1906.7200000000012,9926,180224.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
16,task_16_clean_up_the_white_mugs,Clean up the white mugs,1,24,gripper_window,True,10.535076020435048,0.9731248466874362,452.824371152863,6144.0,262144.0,4736.0,-4590.639999999999,9926,262144.0,814,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
16,task_16_clean_up_the_white_mugs,Clean up the white mugs,2,59,gripper_window,True,6.869572883738004,0.004798877733618021,364.0063769244589,4608.0,250880.0,3261.279999999999,-1765.1199999999953,9926,250880.0,811,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
16,task_16_clean_up_the_white_mugs,Clean up the white mugs,3,5,l17_peak,True,6.806190225332624,0.009649168147945404,321.07986058446113,4581.440000000002,224256.0,2876.0800000000017,-3436.0800000000017,9926,224256.0,811,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
16,task_16_clean_up_the_white_mugs,Clean up the white mugs,4,27,l17_peak,True,6.564114289013251,0.013019441988873481,303.0393243235303,4480.0,206848.0,352.0,-1952.0,9926,206848.0,811,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
16,task_16_clean_up_the_white_mugs,Clean up the white mugs,5,26,top_p99,True,5.724103153520178,0.010083597552877663,317.0214102505706,4128.0,253952.0,2574.6399999999994,352.0,9926,253952.0,812,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
17,task_17_put_the_whiteboard_marker_in_the_mug,Put the whiteboard marker in the mug,1,2,l17_peak,True,4.357198834203622,0.007944834405505658,154.7704597953998,2496.0,112640.0,760.0,-784.0,9926,112640.0,812,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
17,task_17_put_the_whiteboard_marker_in_the_mug,Put the whiteboard marker in the mug,2,5,top_p99,False,2.266742733775356,0.006070128868031502,122.0477964336751,1840.0,82944.0,256.0,-424.0,9926,82944.0,811,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
17,task_17_put_the_whiteboard_marker_in_the_mug,Put the whiteboard marker in the mug,3,1,top_p99,False,1.9353289617562406,0.038321846565914156,116.19609352562111,1736.0,120320.0,nan,760.0,9926,120320.0,812,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
17,task_17_put_the_whiteboard_marker_in_the_mug,Put the whiteboard marker in the mug,4,3,top_p99,False,1.85884886052106,0.15372868671652076,121.85374402612797,1712.0,105472.0,-784.0,-128.0,9926,105472.0,811,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
17,task_17_put_the_whiteboard_marker_in_the_mug,Put the whiteboard marker in the mug,5,19,top_p99,False,1.7612092646108148,0.19471950136987567,112.88144436094444,1681.3600000000006,66560.0,481.3600000000006,-528.0,9926,66560.0,812,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
18,task_18_put_the_metal_spoon_that_s_in_the_wooden_bowl_in_the_mug,Put the metal spoon that's in the wooden bowl in the mug,1,14,gripper_window,True,7.5726652559763235,0.9619066919268252,272.62439764576266,4082.720000000001,187392.0,1328.0,-688.0,9926,187392.0,823,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
18,task_18_put_the_metal_spoon_that_s_in_the_wooden_bowl_in_the_mug,Put the metal spoon that's in the wooden bowl in the mug,2,2,l17_peak,True,7.318719405675306,0.005925072087407111,270.44534555798964,3986.720000000001,241664.0,882.7200000000012,-864.0,9926,241664.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
18,task_18_put_the_metal_spoon_that_s_in_the_wooden_bowl_in_the_mug,Put the metal spoon that's in the wooden bowl in the mug,3,15,top_p99,True,5.752719995485703,0.9614611405220747,202.49569032737054,3394.720000000001,120320.0,-688.0,-1024.0,9926,120320.0,822,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
18,task_18_put_the_metal_spoon_that_s_in_the_wooden_bowl_in_the_mug,Put the metal spoon that's in the wooden bowl in the mug,4,3,top_p99,True,5.033206752966155,0.032059050256133086,209.65260952871176,3122.720000000001,206848.0,-864.0,-528.0,9926,206848.0,820,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
18,task_18_put_the_metal_spoon_that_s_in_the_wooden_bowl_in_the_mug,Put the metal spoon that's in the wooden bowl in the mug,5,1,top_p99,True,4.983687312157454,0.003846587040495873,199.5693514590239,3104.0,194560.0,nan,882.7200000000012,9926,194560.0,819,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
19,task_19_take_the_white_colored_measuring_spoon_out_of_the_red_bowl_and_put_it,Take the white colored measuring spoon out of the red bowl and put it on the table.,1,39,gripper_window,True,6.3976345746285235,0.9677355296146632,195.21019325165253,2768.0,173056.0,253.27999999999884,nan,9926,173056.0,826,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
19,task_19_take_the_white_colored_measuring_spoon_out_of_the_red_bowl_and_put_it,Take the white colored measuring spoon out of the red bowl and put it on the table.,2,19,gripper_window,True,6.198489154772633,0.013270673245346547,198.28435805230401,2722.720000000001,143360.0,1506.7200000000012,-1240.0,9926,143360.0,822,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
19,task_19_take_the_white_colored_measuring_spoon_out_of_the_red_bowl_and_put_it,Take the white colored measuring spoon out of the red bowl and put it on the table.,3,38,top_p99,True,5.283686872749086,0.9105111739390971,165.4684233966109,2514.720000000001,128000.0,242.72000000000116,253.27999999999884,9926,128000.0,824,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
19,task_19_take_the_white_colored_measuring_spoon_out_of_the_red_bowl_and_put_it,Take the white colored measuring spoon out of the red bowl and put it on the table.,4,37,top_p99,True,4.21618297903391,0.9559823667356373,139.66086480251397,2272.0,91136.0,958.6399999999994,242.72000000000116,9926,91136.0,824,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
19,task_19_take_the_white_colored_measuring_spoon_out_of_the_red_bowl_and_put_it,Take the white colored measuring spoon out of the red bowl and put it on the table.,5,1,top_p99,False,2.8387018505253883,0.004426865810072422,130.09674150292994,1958.800000000003,124416.0,nan,-901.4400000000023,9926,124416.0,822,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
20,task_20_stack_the_yellow_block_on_the_red_block,Stack the yellow block on the red block,1,21,gripper_window,True,9.80068245196189,0.7754708079499485,340.62422996408714,4901.440000000002,292864.0,736.0,-3636.0800000000017,9926,292864.0,816,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
20,task_20_stack_the_yellow_block_on_the_red_block,Stack the yellow block on the red block,2,20,top_p99,True,7.766152947966915,0.8056318121617557,285.0530468528741,4165.440000000002,262144.0,896.0,736.0,9926,262144.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
20,task_20_stack_the_yellow_block_on_the_red_block,Stack the yellow block on the red block,3,19,top_p99,True,5.289334421364336,0.7694432005193353,229.67492771998513,3269.4400000000023,207872.0,1860.0800000000017,896.0,9926,207872.0,817,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
20,task_20_stack_the_yellow_block_on_the_red_block,Stack the yellow block on the red block,4,2,gripper_window,False,2.9819125904204653,0.6680300033307732,153.47411837481195,2434.720000000001,104448.0,384.0,-681.3600000000006,9926,104448.0,813,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
20,task_20_stack_the_yellow_block_on_the_red_block,Stack the yellow block on the red block,5,1,top_p99,False,1.9204189361622173,0.028168014944887167,134.18901554436889,2050.720000000001,104960.0,nan,384.0,9926,104960.0,813,True,24,action,"<eos> ▁the ▁and ▁in ▁▁ , ▁to ▁on"
